# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
101	GCA_029215795.1	GCA_029215795.1_rAnnSte1.0.hap2	Anniella stebbinsi	San Diegan legless lizard (HBS135921 alternate hap 2023)	2202111	SAMN33386066	haploid	Scaffold	14 Mar 2023	UCLA	 1,891,076,299	50.62	secondary	reptiles
102	GCA_029493135.1	GCA_029493135.1_aHylSar1.hap2	Hyla sarda	Sardinian treefrog (hap2 2023)	327740	SAMN32629340	haploid	Scaffold	30 Mar 2023	Vertebrate Genomes Project	 4,080,080,015	70.95	secondary	amphibians
103	GCA_029633845.1	GCA_029633845.1_fLamInc1.hap1	Lampris incognitus	smalleye Pacific opah (hap1 2023)	2546036	SAMN34060140	haploid	Scaffold	07 Apr 2023	Vertebrate Genomes Project	 1,477,069,270	54.54	secondary	fish
104	GCA_029633875.2	GCA_029633875.2_fHopMal1.hap2	Hoplias malabaricus	trahira (v2 hap2 2024)	27720	SAMN32740525	haploid (haplotype 2)	Chromosome	13 Dec 2024	Vertebrate Genomes Project	 1,026,599,506	38.80	secondary	fish
105	GCA_029931755.1	GCA_029931755.1_rEulEur1.hap2	Euleptes europaea	European leaf-toed gecko (hap2 2023)	460621	SAMN32622440	haploid	Scaffold	03 May 2023	Vertebrate Genomes Project	 1,775,520,415	48.74	secondary	reptiles
106	GCA_030015355.1	GCA_030015355.1_fTriRos1.hap2	Trichomycterus rosablanca	Rosablanca catfish (hap2 2023)	2290929	SAMN32755940	haploid	Scaffold	15 May 2023	Vertebrate Genomes Project	   996,754,446	54.53	secondary	fish
107	GCA_030020295.1	GCA_030020295.1_rGavGan2.hap2	Gavialis gangeticus	gharial (hap2 2023)	94835	SAMN34116453	haploid	Chromosome	22 May 2023	Vertebrate Genomes Project	 2,328,538,659	42.15	primary	reptiles
108	GCA_030020305.1	GCA_030020305.1_mLoxAfr1.hap1	Loxodonta africana	African savanna elephant (hap1 mLoxAfr1 2023)	9785	SAMN32756554	haploid	Scaffold	15 May 2023	Vertebrate Genomes Project	 3,575,747,632	53.99	secondary	mammals
109	GCA_030020385.1	GCA_030020385.1_rGavGan2.hap1	Gavialis gangeticus	gharial (hap1 2023)	94835	SAMN34116453	haploid	Scaffold	16 May 2023	Vertebrate Genomes Project	 2,339,480,201	42.69	secondary	reptiles
110	GCA_030020945.1	GCA_030020945.1_mManPen7.hap2	Manis pentadactyla	Chinese pangolin (hap2 mManPen7 2023)	143292	SAMN32757332	haploid	Scaffold	16 May 2023	Vertebrate Genomes Project	 2,869,287,698	40.48	secondary	mammals
111	GCA_030020955.1	GCA_030020955.1_mDugDug1.hap2	Dugong dugon	dugong (hap2 mDugDug1 2023)	29137	SAMN33212336	haploid	Scaffold	16 May 2023	Vertebrate Genomes Project	 3,154,453,075	52.52	secondary	mammals
112	GCA_030028035.1	GCA_030028035.1_mHipAmp2.hap1	Hippopotamus amphibius kiboko	hippopotamus (mHipAmp2 hap1 2023)	575201	SAMN33342074	haploid	Scaffold	17 May 2023	Vertebrate Genomes Project	 2,533,318,371	35.57	secondary	mammals
113	GCA_030035585.1	GCA_030035585.1_mDugDug1.hap1	Dugong dugon	dugong (hap1 mDugDug1 2023)	29137	SAMN33212336	haploid	Chromosome	18 May 2023	Vertebrate Genomes Project	 3,158,488,110	51.64	primary	mammals
114	GCA_030035685.1	GCA_030035685.1_sMobBir1.hap2	Mobula birostris	giant manta (hap2 2023)	1983395	SAMN32746370	haploid	Chromosome	22 May 2023	Vertebrate Genomes Project	 3,634,101,053	63.65	secondary	sharks
115	GCA_030035715.1	GCA_030035715.1_rRhiFlo1.hap1	Rhineura floridana	Florida worm lizard (hap1 rRhiFlo1 2023)	261503	SAMN34105704	haploid	Scaffold	16 May 2023	Vertebrate Genomes Project	 2,321,796,813	57.36	secondary	reptiles
116	GCA_030144785.1	GCA_030144785.1_sHypSab1.hap2	Hypanus sabinus	Atlantic stingray (hap2 2023)	79690	SAMN32745077	haploid	Chromosome	05 Jun 2023	Vertebrate Genomes Project	 3,635,158,545	62.01	secondary	sharks
117	GCA_030412085.1	GCA_030412085.1_rCycPin1.hap2	Cyclura pinguis	Grand Cayman blue iguana (hap2 2023)	118683	SAMN35151422	haploid	Scaffold	05 Jul 2023	Vertebrate Genomes Project	 1,955,392,031	42.99	secondary	reptiles
118	GCA_030412105.1	GCA_030412105.1_rCycPin1.hap1	Cyclura pinguis	Grand Cayman blue iguana (hap1 2023)	118683	SAMN35151422	haploid	Chromosome	05 Jul 2023	Vertebrate Genomes Project	 1,983,631,412	43.65	primary	reptiles
119	GCA_030435715.1	GCA_030435715.1_mOchPri1.hap2	Ochotona princeps	American pika (hap2 2023)	9978	SAMN35822658	haploid	Chromosome	13 Jul 2023	Vertebrate Genomes Project	 2,534,779,560	46.53	secondary	mammals
120	GCA_030440675.1	GCA_030440675.1_ASM3044067v1	Furcifer pardalis	lizards F.pardalis (Fpa_1 2023)	187939	SAMN35298317	haploid	Chromosome	12 Jul 2023	Institute of Zoology, Chinese Academy of Sciences	 1,609,777,135	48.63	primary	reptiles
121	GCA_030445055.2	GCA_030445055.2_mDasNov1.1.hap1	Dasypus novemcinctus	nine-banded armadillo (v2 hap1 2023)	9361	SAMN32738980	haploid	Chromosome	13 Jul 2023	Vertebrate Genomes Project	 3,296,222,425	42.23	secondary	mammals
122	GCA_030448965.1	GCA_030448965.1_fSalBra1.hap1	Salminus brasiliensis	dorado (hap1 2023)	930266	SAMN35075251	haploid	Scaffold	13 Jul 2023	Vertebrate Genomes Project	 1,078,246,036	44.63	secondary	fish
123	GCA_030463565.1	GCA_030463565.1_bPelCri1.pri	Pelecanus crispus	Dalmatian pelican (primary hap 2023)	36300	SAMN35784560	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Jul 2023	Vertebrate Genomes Project	 1,314,587,946	24.65	primary	birds
124	GCA_030490855.1	GCA_030490855.1_bPoeAtr1.hap2	Poecile atricapillus	black-capped chickadee (hap2 2023)	48891	SAMN35074507	haploid	Chromosome	18 Jul 2023	Vertebrate Genomes Project	   987,998,379	14.40	secondary	birds
125	GCA_030684295.1	GCA_030684295.1_sSteTig4.hap2	Stegostoma tigrinum	zebra shark (hap2 2023)	3053191	SAMN35823397	haploid	Scaffold	07 Aug 2023	Vertebrate Genomes Project	 3,603,936,669	64.88	secondary	sharks
126	GCA_030820635.1	GCA_030820635.1_KIZ_Lrid_1.0	Chroicocephalus ridibundus	black-headed gull (Kunming 2023)	1192867	SAMN36812646	haploid	Chromosome	18 Aug 2023	Kunming Institute of Zoology	 1,243,762,172	23.13	secondary	birds
127	GCA_030848825.1	GCA_030848825.1_DD_mTadBra1_pri	Tadarida brasiliensis	Brazilian free-tailed bat (primary hap 2023)	9438	SAMN35075070	haploid (principal pseudohaplotype of diploid)	Chromosome	22 Aug 2023	Bat1K	 2,283,188,801	36.16	primary	mammals
128	GCA_030867065.1	GCA_030867065.1_rAllMis1	Alligator mississippiensis	American alligator (2023 genbank)	8496	SAMN37045233	haploid	Scaffold	22 Aug 2023	Vertebrate Genomes Project	 2,373,280,586	43.05	secondary	reptiles
129	GCA_030867085.1	GCA_030867085.1_rLiaOli1.hap2	Liasis olivaceus	olive python (hap2 2023)	283338	SAMN32739907	haploid	Chromosome	24 Aug 2023	Vertebrate Genomes Project	 1,478,263,624	35.43	secondary	reptiles
130	GCA_030867105.1	GCA_030867105.1_rLiaOli1.hap1	Liasis olivaceus	olive python (hap1 2023)	283338	SAMN32739907	haploid	Chromosome	24 Aug 2023	Vertebrate Genomes Project	 1,486,119,866	35.92	primary	reptiles
131	GCA_030867145.1	GCA_030867145.1_bOpiHoa1.hap1	Opisthocomus hoazin	hoatzin (hap1 2023)	30419	SAMN37055462	haploid	Complete Genome	24 Aug 2023	Vertebrate Genomes Project	 1,482,459,898	25.27	primary	birds
132	GCA_030867165.1	GCA_030867165.1_bOpiHoa1.hap2	Opisthocomus hoazin	hoatzin (hap2 2023)	30419	SAMN37055462	haploid	Complete Genome	24 Aug 2023	Vertebrate Genomes Project	 1,355,639,139	24.22	secondary	birds
133	GCA_030936125.1	GCA_030936125.1_bGavSte3.hap1	Gavia stellata	red-throated loon (hap1 2023)	37040	SAMN37096312	haploid	Complete Genome	30 Aug 2023	Vertebrate Genomes Project	 1,403,461,371	20.10	secondary	birds
134	GCA_031001685.1	GCA_031001685.1_rEryReg1.hap3	Erythrolamprus reginae	royal ground snake (hap3 2023)	121349	SAMN32631248	haploid	Contig	30 Aug 2023	Vertebrate Genomes Project	 2,090,234,102	64.15	secondary	reptiles
135	GCA_031021085.1	GCA_031021085.1_rEryReg1.hap2	Erythrolamprus reginae	royal ground snake (hap2 2023)	121349	SAMN32631248	haploid	Contig	30 Aug 2023	Vertebrate Genomes Project	 2,038,227,610	59.44	secondary	reptiles
136	GCA_031216445.1	GCA_031216445.1_YSFRI_Lmacu_1.1	Lateolabrax maculatus	spotted sea bass (ZS-2023 2023)	315492	SAMN36708487	haploid	Chromosome	07 Sep 2023	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	   632,510,465	26.28	primary	fish
137	GCA_031468805.1	GCA_031468805.1_bMorBas2.hap1	Morus bassanus	northern gannet (hap1 2023)	37578	SAMN37096299	haploid	Chromosome	15 Sep 2023	Vertebrate Genomes Project	 1,381,630,140	17.61	secondary	birds
138	GCA_031468815.1	GCA_031468815.1_bMorBas2.hap2	Morus bassanus	northern gannet (hap2 2023)	37578	SAMN37096299	haploid	Complete Genome	15 Sep 2023	Vertebrate Genomes Project	 1,294,804,326	12.58	primary	birds
139	GCA_031876335.1	GCA_031876335.1_mHipLar1.pri	Hipposideros larvatus	intermediate roundleaf bat (primary hap 2023)	175524	SAMN36277597	haploid (principal pseudohaplotype of diploid)	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 2,338,923,724	35.90	primary	mammals
140	GCA_031877785.1	GCA_031877785.1_bStrAlu1.hap2	Strix aluco	tawny owl (hap2 2023)	111821	SAMN37055808	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 1,219,048,950	15.11	secondary	birds
141	GCA_031877795.1	GCA_031877795.1_bStrAlu1.hap1	Strix aluco	tawny owl (hap1 2023)	111821	SAMN37055808	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 1,414,802,443	18.97	primary	birds
142	GCA_031878655.1	GCA_031878655.1_mTapInd1.hap1	Tapirus indicus	Asiatic tapir (hap1 2023)	9802	SAMN37096863	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 2,498,393,425	38.08	secondary	mammals
143	GCA_031878665.1	GCA_031878665.1_mThoBot2.hap2	Thomomys bottae	Botta's pocket gopher (hap2 2023)	10013	SAMN37300244	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 1,879,249,320	36.75	secondary	mammals
144	GCA_031878675.1	GCA_031878675.1_mThoBot2.hap1	Thomomys bottae	Botta's pocket gopher (hap1 2023)	10013	SAMN37300244	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 2,025,650,949	38.03	primary	mammals
145	GCA_031878705.1	GCA_031878705.1_mTapInd1.hap2	Tapirus indicus	Asiatic tapir (hap2 2023)	9802	SAMN37096863	haploid	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 2,477,445,429	38.23	primary	mammals
146	GCA_031885435.1	GCA_031885435.1_bPasSan2.pri	Passerculus sandwichensis	Savannah sparrow (primary hap 2023)	161624	SAMN35784765	haploid (principal pseudohaplotype of diploid)	Chromosome	25 Sep 2023	Vertebrate Genomes Project	 1,270,940,266	23.70	primary	birds
147	GCA_031893025.1	GCA_031893025.1_aLepFus1.hap1	Leptodactylus fuscus	rufous frog (hap1 2023)	238119	SAMN37055805	haploid	Chromosome	26 Sep 2023	Vertebrate Genomes Project	 2,307,711,212	57.86	secondary	amphibians
148	GCA_031893055.1	GCA_031893055.1_aLepFus1.hap2	Leptodactylus fuscus	rufous frog (hap2 2023)	238119	SAMN37055805	haploid	Chromosome	26 Sep 2023	Vertebrate Genomes Project	 2,197,996,823	59.61	primary	amphibians
149	GCA_032164245.1	GCA_032164245.1_rSteOdo2_p1.0	Sternotherus odoratus	eastern musk turtle (primary hap 2023)	142480	SAMN36942441	haploid (principal pseudohaplotype of diploid)	Scaffold	29 Sep 2023	Canada's Genomic Enterprise	 1,759,411,633	39.18	primary	reptiles
150	GCA_032719375.1	GCA_032719375.1_Trm_1.0	Columba livia	rock pigeon (Tarim TR01 2023)	8932	SAMN37449930	haploid	Chromosome	18 Oct 2023	Shanghai Jiao Tong University	 1,295,808,506	22.56	secondary	birds
151	GCA_033296515.1	GCA_033296515.1_rMacSuw1.hap1	Macrochelys suwanniensis	Suwannee snapping turtle (hap1 2023)	3026461	SAMN37052244	haploid	Chromosome	06 Nov 2023	Vertebrate Genomes Project	 2,132,261,265	43.19	secondary	reptiles
152	GCA_033349115.1	GCA_033349115.1_rMacSuw1.hap2	Macrochelys suwanniensis	Suwannee snapping turtle (hap2 2023)	3026461	SAMN37052244	haploid	Chromosome	06 Nov 2023	Vertebrate Genomes Project	 1,937,254,095	43.13	primary	reptiles
153	GCA_033958435.1	GCA_033958435.1_ASM3395843v1	Carettochelys insculpta	pitted-shelled turtle (YL-2023 2023)	44489	SAMN38222597	haploid	Chromosome	27 Nov 2023	Northwestern Polytechnical University	 2,180,317,067	47.95	primary	reptiles
154	GCA_034619455.1	GCA_034619455.1_bLepDis1.hap1	Leptosomus discolor	cuckoo roller (hap1 2023)	188344	SAMN37284216	haploid	Chromosome	27 Dec 2023	Vertebrate Genomes Project	 1,327,905,210	24.00	secondary	birds
155	GCA_034619465.1	GCA_034619465.1_bLepDis1.hap2	Leptosomus discolor	cuckoo roller (hap2 2023)	188344	SAMN37284216	haploid	Chromosome	27 Dec 2023	Vertebrate Genomes Project	 1,332,047,658	18.21	primary	birds
156	GCA_035046495.1	GCA_035046495.1_rTilSci1.hap1	Tiliqua scincoides	common blue-tongued skink (hap1 2024)	71010	SAMN37319749	haploid	Chromosome	03 Jan 2024	Vertebrate Genomes Project	 1,694,434,935	37.75	secondary	reptiles
157	GCA_035046505.1	GCA_035046505.1_rTilSci1.hap2	Tiliqua scincoides	common blue-tongued skink (hap2 2024)	71010	SAMN37319749	haploid	Chromosome	03 Jan 2024	Vertebrate Genomes Project	 1,623,332,312	37.07	primary	reptiles
158	GCA_035083965.1	GCA_035083965.1_klBraLanc5.hap2	Branchiostoma lanceolatum	amphioxus (hap2 2024 genbank)	7740	SAMN38372375	haploid	Chromosome	05 Jan 2024	Vertebrate Genomes Project	   458,287,516	27.49	primary	invertebrate
159	GCA_035084065.1	GCA_035084065.1_sHydCol1.hap1	Hydrolagus colliei	spotted ratfish (hap1 2024)	7873	SAMN39156054	haploid	Chromosome	05 Jan 2024	Vertebrate Genomes Project	 1,097,847,766	44.94	secondary	sharks
160	GCA_035084135.1	GCA_035084135.1_sHepPer1.hap2	Heptranchias perlo	sharpnose sevengill shark (hap2 2024)	212740	SAMN38891902	haploid	Scaffold	04 Jan 2024	Vertebrate Genomes Project	 3,059,754,027	55.71	secondary	sharks
161	GCA_035084275.1	GCA_035084275.1_sHydCol1.hap2	Hydrolagus colliei	spotted ratfish (hap2 2024)	7873	SAMN39156054	haploid	Chromosome	05 Jan 2024	Vertebrate Genomes Project	 1,003,172,678	44.82	primary	sharks
162	GCA_035125265.1	GCA_035125265.1_rCanAsp1.hap1	Candoia aspera	Papuan ground boa (hap1 2024)	51853	SAMN37159891	haploid	Scaffold	05 Jan 2024	Vertebrate Genomes Project	 1,529,331,567	33.58	secondary	reptiles
163	GCA_035149815.1	GCA_035149815.1_klBraLanc5.hap1	Branchiostoma lanceolatum	amphioxus (hap1 2024)	7740	SAMN38372375	haploid	Chromosome	05 Jan 2024	Vertebrate Genomes Project	   455,264,310	27.22	secondary	invertebrate
164	GCA_035609135.1	GCA_035609135.1_aEleCoq1.hap2	Eleutherodactylus coqui	Puerto Rican coqui (hap2 2024)	57060	SAMN39150572	haploid	Chromosome	12 Jan 2024	Vertebrate Genomes Project	 3,362,534,901	53.92	secondary	amphibians
165	GCA_036010745.1	GCA_036010745.1_bCalNic1.hap2	Caloenas nicobarica	Nicobar pigeon (hap2 2024)	187106	SAMN39256628	haploid	Chromosome	24 Jan 2024	Vertebrate Genomes Project	 1,197,404,482	23.25	secondary	birds
166	GCA_036010775.2	GCA_036010775.2_bColLiv1.mat.v2	Columba livia	rock pigeon (v2 racing homer maternal hap 2024)	8932	SAMN38891892	haploid (maternal haplotype of diploid)	Chromosome	08 Apr 2024	Vertebrate Genomes Project	 1,181,506,259	28.60	secondary	birds
167	GCA_036010785.1	GCA_036010785.1_bAmmMar1.pri	Ammospiza maritima maritima	seaside sparrow (bAmmMar1 primary hap 2024)	3111550	SAMN39181024	haploid (principal pseudohaplotype of diploid)	Chromosome	24 Jan 2024	Vertebrate Genomes Project	 1,397,856,043	34.58	primary	birds
168	GCA_036172335.1	GCA_036172335.1_bHelExo1.hap2	Heliangelus exortis	tourmaline sunangel (hap2 2024)	472823	SAMN37253778	haploid	Chromosome	26 Jan 2024	Vertebrate Genomes Project	   969,853,240	21.82	secondary	birds
169	GCA_036172795.1	GCA_036172795.1_aPelIbe1.pri	Pelodytes ibericus	Iberian parsley frog (aPelIbe1 2024)	233781	SAMN37110875	haploid	Chromosome	26 Jan 2024	Vertebrate Genomes Project	 2,077,659,799	49.33	primary	amphibians
170	GCA_036250135.1	GCA_036250135.1_bDixPip1.hap2	Pseudopipra pipra	white-crowned manakin (hap2 2024)	415032	SAMN32739894	haploid	Chromosome	29 Jan 2024	Vertebrate Genomes Project	 1,027,640,383	21.40	secondary	birds
171	GCA_036321565.1	GCA_036321565.1_mCamDro1.hap2	Camelus dromedarius	Arabian camel (hap2 2024)	9838	SAMN39296380	haploid (maternal haplotype of diploid)	Chromosome	31 Jan 2024	Vertebrate Genomes Project	 2,086,495,379	31.48	secondary	mammals
172	GCA_036365475.1	GCA_036365475.1_fAmiCal2.hap2	Amia calva	bowfin (hap2 2024)	7924	SAMN39643085	haploid	Chromosome	05 Feb 2024	Vertebrate Genomes Project	   958,875,937	36.24	secondary	fish
173	GCA_036365495.1	GCA_036365495.1_sHetFra1.hap2	Heterodontus francisci	horn shark (hap2 2024)	7792	SAMN39432692	haploid	Chromosome	05 Feb 2024	Vertebrate Genomes Project	 5,196,885,747	67.85	secondary	sharks
174	GCA_036417435.1	GCA_036417435.1_mIniGeo1.hap1	Inia geoffrensis	boutu (hap1 2024)	9725	SAMN32797734	haploid	Chromosome	06 Feb 2024	Cetaceans Genome Project	 2,749,362,370	42.66	primary	mammals
175	GCA_036417475.1	GCA_036417475.1_mIniGeo1.hap2	Inia geoffrensis	boutu (hap2 2024)	9725	SAMN32797734	haploid	Chromosome	05 Feb 2024	Cetaceans Genome Project	 2,540,437,634	41.43	secondary	mammals
176	GCA_036417515.1	GCA_036417515.1_bDroNov1.hap2	Dromaius novaehollandiae	emu (hap2 2024)	8790	SAMN39262816	haploid	Chromosome	26 Feb 2024	Vertebrate Genomes Project	 1,359,162,908	26.97	secondary	birds
177	GCA_036417535.1	GCA_036417535.1_bChlMac1.mat	Chlamydotis macqueenii	Macqueen's bustard (maternal hap 2024)	187382	SAMN39296383	haploid (maternal haplotype of diploid)	Chromosome	07 Feb 2024	Vertebrate Genomes Project	 1,273,933,319	27.09	primary	birds
178	GCA_036417895.1	GCA_036417895.1_bPasDom1.hap2	Passer domesticus	house sparrow (hap2 2024)	48849	SAMN39255856	haploid	Chromosome	01 Feb 2024	Vertebrate Genomes Project	 1,260,479,385	31.98	secondary	birds
179	GCA_036417975.1	GCA_036417975.1_bAptMan1.hap2	Apteryx mantelli	North Island brown kiwi (hap2 2024)	2696672	SAMN39257886	haploid	Chromosome	06 Feb 2024	Vertebrate Genomes Project	 1,593,539,360	30.47	secondary	birds
180	GCA_036418225.1	GCA_036418225.1_bChlMac1.pat	Chlamydotis macqueenii	Macqueen's bustard (paternal 2024)	187382	SAMN39296383	haploid (paternal haplotype of diploid)	Chromosome	07 Feb 2024	Vertebrate Genomes Project	 1,106,587,813	25.27	secondary	birds
181	GCA_036418255.1	GCA_036418255.1_mEquCab1.mat	Equus caballus	horse (maternal 2024)	9796	SAMN39296386	haploid (maternal haplotype of diploid)	Chromosome	07 Feb 2024	Vertebrate Genomes Project	 2,331,848,197	34.70	secondary	mammals
182	GCA_036426135.1	GCA_036426135.1_mEquCab1.pat	Equus caballus	horse (paternal hap 2024)	9796	SAMN39296386	haploid (paternal haplotype of diploid)	Chromosome	07 Feb 2024	Vertebrate Genomes Project	 2,596,737,506	35.42	primary	mammals
183	GCA_036784965.1	GCA_036784965.1_fSalAlp2_p1.0	Salvelinus alpinus oquassa	Arctic char (CBP00131 primary hap 2024)	152111	SAMN36900063	haploid (principal pseudohaplotype of diploid)	Scaffold	23 Feb 2024	Canada's Genomic Enterprise	 2,129,031,653	56.08	primary	fish
184	GCA_036850655.1	GCA_036850655.1_bMerOct1.hap2	Mergus octosetaceus	Brazilian merganser (hap2 2024)	1570318	SAMN39710078	haploid	Chromosome	26 Feb 2024	Vertebrate Genomes Project	 1,213,885,900	31.82	secondary	birds
185	GCA_036873955.1	GCA_036873955.1_bMerOct1.hap1	Mergus octosetaceus	Brazilian merganser (hap1 2024)	1570318	SAMN39710078	haploid	Chromosome	26 Feb 2024	Vertebrate Genomes Project	 1,245,791,205	28.52	primary	birds
186	GCA_036971175.1	GCA_036971175.1_sNarBan1.hap2	Narcine bancroftii	Caribbean electric ray (hap2 2024)	1343680	SAMN39325148	haploid	Chromosome	06 Mar 2024	Vertebrate Genomes Project	 3,110,263,114	52.51	secondary	sharks
187	GCA_036971685.2	GCA_036971685.2_bPatFas1.hap2	Patagioenas fasciata	band-tailed pigeon (v2 hap2 2025)	372321	SAMN40018840	haploid (haplotype 2)	Chromosome	10 Feb 2025	Vertebrate Genomes Project	 1,198,742,887	27.42	primary	birds
188	GCA_037038515.1	GCA_037038515.1_mMicPen1.hap1	Microtus pennsylvanicus	meadow vole (hap1 2024)	10058	SAMN39894136	haploid	Chromosome	06 Mar 2024	Vertebrate Genomes Project	 2,369,135,991	41.94	primary	mammals
189	GCA_037038545.1	GCA_037038545.1_mRhyNas2.hap1	Rhynchonycteris naso	proboscis bat (hap1 2024)	249017	SAMN39947078	haploid	Chromosome	06 Mar 2024	Bat1K Project	 2,455,066,473	41.49	primary	mammals
190	GCA_037038555.1	GCA_037038555.1_mRhyNas2.hap2	Rhynchonycteris naso	proboscis bat (hap2 2024)	249017	SAMN39947078	haploid	Chromosome	06 Mar 2024	Bat1K Project	 2,296,372,838	40.66	secondary	mammals
191	GCA_037038625.1	GCA_037038625.1_fFunDia1.hap2	Fundulus diaphanus	banded killifish (hap2 2024)	54267	SAMN39736529	haploid	Chromosome	06 Mar 2024	Vertebrate Genomes Project	 1,329,922,595	50.37	secondary	fish
192	GCA_037039145.1	GCA_037039145.1_fFunDia1.hap1	Fundulus diaphanus	banded killifish (hap1 2024)	54267	SAMN39736529	haploid	Chromosome	06 Mar 2024	Vertebrate Genomes Project	 1,351,828,608	50.48	primary	fish
